Jobs_Name,Rating,Job_City,Company_Founded_Year,Type_Of_Ownership,Industry,Sector,Hourly_Salary,Employer_Provided_Salary,Salary_Lower,Salary_Upper,Salary_Avg,Company_Name,Job_State,Company_Age,Python,Spark,AWS,Excel,SQL,SAS,Keras,PyTorch,Scikit-learn,TensorFlow,Hadoop,Tableau,"Power BI",Flink,MongoDB,"Google Analytics",Job_Title_Sim,Seniority_Level,Employee_Degree,Company_id,Ownership_Category
"Data Scientist",3.5,"Oak Ridge",1850,"Company - Public","Aerospace & Defense","Aerospace & Defense",0,0,70000.00,122000.00,96000.00,"BWX Technologies",Tennessee,171,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,"Data Scientist","Not Specified",Masters,192,Corporate
"Data Engineer",3.2,"Agoura Hills",2008,"Company - Public",Lending,Finance,0,0,70000.00,132000.00,101000.00,PennyMac,California,13,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,"Data Engineer","Not Specified","Not Specified",193,Corporate
"Data Engineer I - Azure",3.9,Pella,1948,"Company - Private","Industrial Manufacturing",Manufacturing,0,0,54000.00,101000.00,77500.00,Vermeer,Iowa,73,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,"Data Engineer","Not Specified","Not Specified",194,Corporate
"MED TECH/LAB SCIENTIST - LABORATORY",3.6,Lewes,1935,"Nonprofit Organization","Health Care Services & Hospitals","Health Care",1,0,43000.00,70000.00,56500.00,"Beebe Healthcare",Delaware,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Other Scientist","Not Specified","Not Specified",195,Nonprofit
"Sr. Scientist, Quantitative Translational Sciences",3.7,Boston,1781,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",0,0,117000.00,206000.00,161500.00,"Takeda Pharmaceuticals",Massachusetts,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Other Scientist",Senior,Masters,196,Corporate
"Data Scientist",3.9,"Fort Belvoir",2010,"Company - Private","IT Services","Information Technology",0,0,74000.00,124000.00,99000.00,"The Buffalo Group",Virginia,11,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"Data Scientist","Not Specified","Not Specified",197,Corporate
"Data Scientist",3.5,"San Ramon",1997,"Company - Public","IT Services","Information Technology",0,0,68000.00,112000.00,90000.00,"L&T Infotech",California,24,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,"Data Scientist","Not Specified","Not Specified",198,Corporate
"Data Analyst",3.1,Milwaukee,2001,"Company - Private","Insurance Carriers",Insurance,0,0,40000.00,73000.00,56500.00,DentaQuest,Wisconsin,20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Data Analyst","Not Specified","Not Specified",199,Corporate
"Sr. Data Scientist II",3.4,"New York",1948,"Company - Public","Insurance Carriers",Insurance,0,0,111000.00,183000.00,147000.00,"Argo Group US","New York",73,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,"Data Scientist",Senior,"Not Specified",200,Corporate
"Lead Data Scientist",4.1,"Silver Spring",2007,"Company - Private","IT Services","Information Technology",0,0,102000.00,164000.00,133000.00,Redjack,Maryland,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Data Scientist",Senior,"Not Specified",201,Corporate
"Information Security Data Analyst",4.3,"Red Bank",1902,"Company - Public","Banks & Credit Unions",Finance,0,0,42000.00,74000.00,58000.00,"OceanFirst Financial","New Jersey",119,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Data Analyst","Not Specified","Not Specified",202,Corporate
"Excel / VBA / sql_ Data Analyst",4.1,Springfield,1961,"Company - Private",Energy,"Oil, Gas, Energy & Utilities",0,0,44000.00,78000.00,61000.00,"Associated Electric Cooperative",Missouri,60,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Data Analyst","Not Specified",Masters,203,Corporate
"Data Scientist",3.8,"New York",2012,"Company - Private","Research & Development","Business Services",0,0,89000.00,153000.00,121000.00,"7Park Data","New York",9,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,"Data Scientist","Not Specified","Not Specified",204,Corporate
"Data Scientist",4.7,Syracuse,1992,"Company - Private","Security Services","Business Services",0,0,61000.00,110000.00,85500.00,"Rapid Response Monitoring","New York",29,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Data Scientist","Not Specified",Masters,205,Corporate
"Machine Learning Research Scientist",2.6,Pittsburgh,1984,"College / University","Colleges & Universities",Education,0,0,81000.00,159000.00,120000.00,"Software Engineering Institute",Pennsylvania,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ML Engineer","Not Specified",PhD,206,Education
"Data Scientist",3.6,"New York",1744,"Company - Public","Auctions & Galleries",Retail,0,0,95000.00,161000.00,128000.00,Sotheby's,"New York",277,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Data Scientist","Not Specified","Not Specified",207,Corporate
"Data Scientist, Rice University",4.3,Houston,2015,"Subsidiary or Business Segment","Education Training Services",Education,0,0,65000.00,110000.00,87500.00,"Trilogy Ed",Texas,6,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"Data Scientist","Not Specified","Not Specified",208,Corporate
"Data Scientist",2.3,Washington,2003,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",0,0,76000.00,126000.00,101000.00,"Vanda Pharmaceuticals","District of Columbia",18,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,"Data Scientist","Not Specified",Masters,209,Corporate
"Senior Data Scientist",4.2,Washington,1935,"Company - Private",Consulting,"Business Services",0,0,200000.00,275000.00,237500.00,Gallup,"District of Columbia",86,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Data Scientist",Senior,Masters,210,Corporate
"VP, Data Science",3.2,Phoenix,2008,"Company - Public",Lending,Finance,0,0,83000.00,166000.00,124500.00,PennyMac,Arizona,13,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,"Data Scientist","Not Specified","Not Specified",211,Corporate
"Data Scientist, Senior",4.0,"Fort Belvoir",2012,"Company - Private","Enterprise Software & Network Solutions","Information Technology",0,0,108000.00,176000.00,142000.00,Novetta,Virginia,9,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"Data Scientist",Senior,"Not Specified",212,Corporate
"Data Engineer",3.9,Charlotte,1997,"Company - Private","IT Services","Information Technology",0,0,68000.00,123000.00,95500.00,CapTech,"North Carolina",24,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"Data Engineer","Not Specified",Masters,213,Corporate
"Senior Data Scientist",3.9,Burbank,2009,"Company - Private","Financial Analytics & Research",Finance,0,0,114000.00,182000.00,148000.00,"Zest AI",California,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Data Scientist",Senior,Masters,214,Corporate
"Senior Data Scientist",3.3,Southfield,1994,"Company - Public","Transportation Equipment Manufacturing",Manufacturing,0,0,80000.00,129000.00,104500.00,"American Axle & Manufacturing",Michigan,27,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,"Data Scientist",Senior,Masters,215,Corporate
"Financial Data Analyst",4.7,Matawan,2012,"Company - Private","Computer Hardware & Software","Information Technology",0,0,41000.00,72000.00,56500.00,CentralReach,"New Jersey",9,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,"Data Analyst","Not Specified","Not Specified",216,Corporate
"Radar Data Analyst",4.7,Huntsville,1996,"Company - Private","Aerospace & Defense","Aerospace & Defense",0,0,42000.00,76000.00,59000.00,"DECISIVE ANALYTICS Corporation",Alabama,25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Data Analyst","Not Specified","Not Specified",217,Corporate
"Senior Data Analyst",4.3,Phoenix,2010,"Company - Private","Enterprise Software & Network Solutions","Information Technology",0,0,39000.00,71000.00,55000.00,Integrate,Arizona,11,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,"Data Analyst",Senior,"Not Specified",218,Corporate
"Research Scientist",2.9,Omaha,1977,Hospital,"Health Care Services & Hospitals","Health Care",0,0,38000.00,85000.00,61500.00,"Boys Town Hospital",Nebraska,44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Other Scientist","Not Specified",PhD,219,Healthcare
"PL Actuarial-Lead Data Scientist",3.7,Worcester,1852,"Company - Public","Insurance Carriers",Insurance,0,0,114000.00,179000.00,146500.00,"The Hanover Insurance Group",Massachusetts,169,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,"Data Scientist",Senior,Masters,220,Corporate
"Data Scientist",4.5,"San Francisco",2006,"Company - Private","Computer Hardware & Software","Information Technology",0,0,121000.00,193000.00,157000.00,Demandbase,California,15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Data Scientist","Not Specified","Not Specified",221,Corporate
"PV Scientist",2.9,Newton,NULL,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",0,0,60000.00,123000.00,91500.00,"Karyopharm Therapeutics Inc.",Massachusetts,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Other Scientist","Not Specified",PhD,222,Corporate
"Data Engineer",3.4,Lyndhurst,2019,"Company - Private",Internet,"Information Technology",0,0,54000.00,102000.00,78000.00,"Sapphire Digital","New Jersey",2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Data Engineer","Not Specified","Not Specified",223,Corporate
"Data Scientist",3.2,"San Francisco",2015,"Company - Private","Enterprise Software & Network Solutions","Information Technology",0,0,102000.00,163000.00,132500.00,Formation,California,6,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"Data Scientist","Not Specified",Masters,224,Corporate
"Senior Data & Machine Learning Scientist",3.0,Chicago,2015,"Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",0,0,100000.00,166000.00,133000.00,"Tempus Labs",Illinois,6,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,"ML Engineer",Senior,PhD,225,Corporate
"Data Engineer",4.0,"San Francisco",1982,"Company - Public","Computer Hardware & Software","Information Technology",0,0,76000.00,140000.00,108000.00,Autodesk,California,39,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"Data Engineer","Not Specified",Masters,226,Corporate
"Principal Data Scientist (Computational Chemistry)",4.7,"Salt Lake City",2013,"Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",0,0,108000.00,173000.00,140500.00,"Recursion Pharmaceuticals",Utah,8,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,"Data Scientist",Senior,"Not Specified",227,Corporate
"Senior Data Scientist",4.1,"Palo Alto",2007,"Company - Private","K-12 Education",Education,0,0,130000.00,208000.00,169000.00,"CK-12 Foundation",California,14,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,"Data Scientist",Senior,Masters,228,Corporate
"Ag Data Scientist",4.6,Atlanta,1937,"Company - Private","Farm Support Services","Agriculture & Forestry",0,0,60000.00,101000.00,80500.00,"Beck's Hybrids",Indiana,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Data Scientist","Not Specified","Not Specified",229,Corporate
"Data Scientist",2.8,Rockville,2000,"Company - Private","Health Care Services & Hospitals","Health Care",0,0,82000.00,133000.00,107500.00,DrFirst,Maryland,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Data Scientist","Not Specified",Masters,230,Corporate
"Data Engineer",3.7,Lafayette,NULL,"Company - Private","Computer Hardware & Software","Information Technology",0,0,48000.00,93000.00,70500.00,"P2 Energy Solutions",Louisiana,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Data Engineer","Not Specified","Not Specified",231,Corporate
"CONSULTANTâ€“ DATA ANALYTICS GROUP",4.2,"San Diego",1987,"Company - Private",Consulting,"Business Services",0,0,37000.00,68000.00,52500.00,"Opinion Dynamics",California,34,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Data Analyst","Not Specified","Not Specified",232,Corporate
"Data Engineer",4.7,Minneapolis,1996,"Company - Private",Consulting,"Business Services",0,0,65000.00,125000.00,95000.00,"Object Partners",Minnesota,25,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,"Data Engineer","Not Specified","Not Specified",233,Corporate
"Data Scientist II",3.0,"Los Angeles",1997,"Nonprofit Organization","Health Care Services & Hospitals","Health Care",0,0,91000.00,148000.00,119500.00,"L.A. Care Health Plan",California,24,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,"Data Scientist","Not Specified",Masters,234,Nonprofit
"Principal Scientist, Chemistry & Immunology",3.3,Rochester,2014,Hospital,"Health Care Services & Hospitals","Health Care",0,0,54000.00,115000.00,84500.00,"Rochester Regional Health","New York",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Other Scientist",Senior,PhD,235,Healthcare
"Data Engineer",4.6,Houston,1982,"Company - Private","IT Services","Information Technology",0,0,52000.00,99000.00,75500.00,"Applied Information Sciences",Texas,39,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,"Data Engineer","Not Specified","Not Specified",236,Corporate
"Software Engineer - Data Visualization",4.0,"Annapolis Junction",2002,"Company - Private","Computer Hardware & Software","Information Technology",0,0,60000.00,127000.00,93500.00,ClearEdge,Maryland,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Not Specified","Not Specified",Masters,237,Corporate
"Senior Data Scientist",3.7,Armonk,1863,"Company - Public","Insurance Agencies & Brokerages",Insurance,0,0,105000.00,173000.00,139000.00,"Swiss Re","New York",158,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Data Scientist",Senior,Masters,238,Corporate
"Data Engineer, Data Engineering and Artifical Intelligence",3.7,Cambridge,1781,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",0,0,71000.00,134000.00,102500.00,"Takeda Pharmaceuticals",Massachusetts,240,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,"Data Engineer","Not Specified","Not Specified",239,Corporate
"Analytics - Business Assurance Data Analyst",4.6,"Cedar Rapids",1992,"Company - Private",Lending,Finance,0,0,31000.00,55000.00,43000.00,"GreatAmerica Financial Services",Iowa,29,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,"Data Analyst","Not Specified","Not Specified",240,Corporate
"Staff Scientist",4.4,Columbia,1929,"Company - Private","Architectural & Engineering Services","Business Services",0,0,39000.00,82000.00,60500.00,"WK Dickson","South Carolina",92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Other Scientist","Not Specified","Not Specified",241,Corporate
"Associate Director/Director, Safety Scientist",4.4,Cambridge,2003,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",0,0,102000.00,178000.00,140000.00,"Acceleron Pharma",Massachusetts,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Director,"Not Specified",PhD,242,Corporate
"Senior Scientist, Cell Pharmacology/Assay Development",0.0,Cambridge,NULL,"Company - Private","Unknown / Non-Applicable","Unknown / Non-Applicable",0,1,110000.00,130000.00,120000.00,"Kronos Bi",Massachusetts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Other Scientist",Senior,PhD,243,Corporate
"Associate Scientist/Scientist, Process Analytical Technology - Small Molecule Analytical Chemistry",3.9,"South San Francisco",1976,"Subsidiary or Business Segment","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",0,0,88000.00,162000.00,125000.00,Genentech,California,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Other Scientist","Not Specified",PhD,244,Corporate
"Senior Data Scientist",4.3,"Los Angeles",2008,"Company - Private","Computer Hardware & Software","Information Technology",0,0,119000.00,187000.00,153000.00,Factual,California,13,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Data Scientist",Senior,"Not Specified",245,Corporate
"Sr. Data Analyst",3.6,Springfield,1851,"Company - Private","Insurance Carriers",Insurance,0,0,60000.00,102000.00,81000.00,MassMutual,Massachusetts,170,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"Data Analyst",Senior,"Not Specified",246,Corporate
"Products Data Analyst II",3.3,Dublin,1988,"Company - Public",Consulting,"Business Services",0,0,90000.00,157000.00,123500.00,TriNet,California,33,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,"Data Analyst","Not Specified",Masters,247,Corporate
"Program/Data Analyst",3.4,Washington,1996,"Subsidiary or Business Segment","IT Services","Information Technology",0,0,55000.00,99000.00,77000.00,"General Dynamics Information Technology","District of Columbia",25,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,"Data Analyst","Not Specified",Masters,248,Corporate
"Data Analyst Senior",3.0,Philadelphia,1983,"Company - Private","Insurance Carriers",Insurance,0,0,48000.00,85000.00,66500.00,"AmeriHealth Caritas",Pennsylvania,38,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,"Data Analyst",Senior,Masters,249,Corporate
"Lead Data Analyst",3.9,"New York",2010,"Company - Private",Internet,"Information Technology",0,0,32000.00,62000.00,47000.00,Signpost,"New York",11,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Data Analyst",Senior,"Not Specified",250,Corporate
"Lead Data Engineer (Python)",4.7,"San Francisco",2006,"Company - Private","Staffing & Outsourcing","Business Services",0,0,66000.00,123000.00,94500.00,"Strategic Employment Partners",California,15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Data Engineer",Senior,"Not Specified",251,Corporate
"Data Engineer",4.1,Herndon,1968,"Company - Public","Research & Development","Business Services",0,0,67000.00,117000.00,92000.00,ManTech,Virginia,53,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"Data Engineer","Not Specified","Not Specified",252,Corporate
"Senior Data Scientist 4 Artificial Intelligence",3.8,Seattle,1965,Government,Energy,"Oil, Gas, Energy & Utilities",0,0,92000.00,146000.00,119000.00,PNNL,Washington,56,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"Data Scientist",Senior,Masters,253,Government
"Data Science Engineer - Mobile",4.0,"San Jose",1982,"Company - Public","Computer Hardware & Software","Information Technology",0,0,116000.00,208000.00,162000.00,Adobe,California,39,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,"Data Scientist","Not Specified",Masters,254,Corporate
"Medical Lab Scientist - MLT",3.2,Omaha,1996,"Nonprofit Organization","Health Care Services & Hospitals","Health Care",1,0,43000.00,60000.00,51500.00,"Catholic Health Initiatives",Nebraska,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Other Scientist","Not Specified","Not Specified",255,Nonprofit
"Senior Data Scientist",3.5,Arvada,1870,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",0,0,102000.00,165000.00,133500.00,Sartorius,Colorado,151,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Data Scientist",Senior,Masters,256,Corporate
"Senior Data Scientist: Causal & Predictive analytics AI Innovation Lab",3.8,Cambridge,1996,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",0,0,92000.00,150000.00,121000.00,Novartis,Massachusetts,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Data Scientist",Senior,"Not Specified",257,Corporate
"Senior Operations Data Analyst, Call Center Operations",2.7,Nashville,2000,"Company - Public","Financial Transaction Processing",Finance,1,0,20000.00,35000.00,27500.00,FLEETCOR,Tennessee,21,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"Data Analyst",Senior,"Not Specified",258,Corporate
"Senior Data Engineer",3.2,Franklin,2004,"Company - Private","Health Care Services & Hospitals","Health Care",0,0,76000.00,142000.00,109000.00,"Equian LLC",Tennessee,17,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,"Data Engineer",Senior,"Not Specified",259,Corporate
"Director II, Data Science - GRS Predictive Analytics",3.3,Chicago,1912,"Company - Private","Insurance Carriers",Insurance,0,0,150000.00,239000.00,194500.00,"Liberty Mutual Insurance",Illinois,109,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Data Scientist","Not Specified",PhD,260,Corporate
"Machine Learning Engineer",3.2,"New York",1975,"Company - Private","Computer Hardware & Software","Information Technology",0,0,91000.00,159000.00,125000.00,"Information Builders","New York",46,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,"ML Engineer","Not Specified",Masters,261,Corporate
"RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT",3.9,"San Antonio",1947,"Nonprofit Organization","Research & Development","Business Services",0,0,52000.00,91000.00,71500.00,"Southwest Research Institute",Texas,74,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Other Scientist",Senior,"Not Specified",262,Nonprofit
"Sr Expert Data Science, Advanced Visual Analytics (Associate level)",3.8,Cambridge,1996,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",0,0,80000.00,133000.00,106500.00,Novartis,Massachusetts,25,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,"Data Scientist",Senior,Masters,263,Corporate
"Principal Data Engineer, Data Platform & Insights",4.0,"San Francisco",1982,"Company - Public","Computer Hardware & Software","Information Technology",0,0,116000.00,209000.00,162500.00,Autodesk,California,39,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Data Engineer",Senior,"Not Specified",264,Corporate
"Geospatial Software Developer and Data Scientist",3.7,Austin,NULL,"College / University","Colleges & Universities",Education,0,0,82000.00,129000.00,105500.00,"Applied Research Laboratories",Texas,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,"Data Scientist","Not Specified","Not Specified",265,Education
"IT Associate Data Analyst",3.7,Worcester,1852,"Company - Public","Insurance Carriers",Insurance,0,0,39000.00,69000.00,54000.00,"The Hanover Insurance Group",Massachusetts,169,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Data Analyst","Not Specified","Not Specified",266,Corporate
"Senior Scientist - Toxicologist - Product Integrity (Stewardship)",3.1,Winston-Salem,1875,"Company - Private","Consumer Products Manufacturing",Manufacturing,0,0,47000.00,101000.00,74000.00,"Reynolds American","North Carolina",146,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Other Scientist",Senior,Masters,267,Corporate
"Clinical Data Analyst",3.0,Tampa,1977,"Subsidiary or Business Segment","Enterprise Software & Network Solutions","Information Technology",0,0,27000.00,48000.00,37500.00,"Greenway Health",Florida,44,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Data Analyst","Not Specified",Masters,268,Corporate
"Systems Engineer II - Data Analyst",3.7,Huntsville,1922,"Company - Public","Aerospace & Defense","Aerospace & Defense",0,0,49000.00,76000.00,62500.00,Raytheon,Alabama,99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Data Analyst","Not Specified","Not Specified",269,Corporate
"Business Data Analyst",3.8,"New York",2002,"Company - Private","Travel Agencies","Travel & Tourism",0,0,36000.00,71000.00,53500.00,Fareportal,"New York",19,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,"Data Analyst","Not Specified",Masters,270,Corporate
"RESEARCH SCIENTIST - BIOLOGICAL SAFETY",3.9,"San Antonio",1947,"Nonprofit Organization","Research & Development","Business Services",0,0,38000.00,82000.00,60000.00,"Southwest Research Institute",Texas,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Other Scientist","Not Specified","Not Specified",271,Nonprofit
"Senior Research Analytical Scientist-Non-Targeted Analysis",4.3,Durham,1958,"Nonprofit Organization","Research & Development","Business Services",0,0,43000.00,88000.00,65500.00,"RTI International","North Carolina",63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Other Scientist",Senior,PhD,272,Nonprofit
"Data Scientist - Sales",4.7,"Mountain View",2014,"Company - Private","Computer Hardware & Software","Information Technology",0,0,130000.00,206000.00,168000.00,Confluent,California,7,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,"Data Scientist","Not Specified","Not Specified",273,Corporate
"Director Data Science",3.6,"Fort Lee",1989,"Company - Private","Advertising & Marketing","Business Services",0,0,124000.00,199000.00,161500.00,TRANZACT,"New Jersey",32,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,"Data Scientist","Not Specified","Not Specified",274,Corporate
"Senior Data Analyst",3.9,"San Francisco",2008,"Company - Public","Computer Hardware & Software","Information Technology",0,0,99000.00,178000.00,138500.00,Life360,California,13,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"Data Analyst",Senior,"Not Specified",275,Corporate
"Sr Data Analyst - IT",2.1,"Blue Bell",2003,"Other Organization","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",0,0,52000.00,93000.00,72500.00,"United BioSource",Pennsylvania,18,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,"Data Analyst",Senior,"Not Specified",276,Other
"Data Operations Lead",0.0,"San Francisco",NULL,"Nonprofit Organization","Unknown / Non-Applicable","Unknown / Non-Applicable",0,1,85000.00,90000.00,87500.00,Mus,California,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,"Not Specified",Senior,Masters,277,Nonprofit
"Principal, Data Science - Advanced Analytics",3.6,"Plymouth Meeting",2017,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",0,0,86000.00,137000.00,111500.00,IQVIA,Pennsylvania,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Data Scientist",Senior,Masters,278,Corporate
"Senior Data Engineer",3.9,"San Francisco",2008,"Company - Public","Computer Hardware & Software","Information Technology",0,0,97000.00,181000.00,139000.00,"Figure Eight",California,13,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Data Engineer",Senior,"Not Specified",279,Corporate
"Data Science Project Manager",3.6,Boston,1851,"Company - Private","Insurance Carriers",Insurance,0,0,37000.00,100000.00,68500.00,MassMutual,Massachusetts,170,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Data Scientist","Not Specified",Masters,280,Corporate
"Big Data Engineer",4.4,Indianapolis,2015,"Company - Private","Enterprise Software & Network Solutions","Information Technology",0,0,62000.00,119000.00,90500.00,SpringML,Indiana,6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Data Engineer","Not Specified","Not Specified",281,Corporate
"Senior Data Engineer",3.9,"San Francisco",2007,"Company - Private",Internet,"Information Technology",0,0,100000.00,173000.00,136500.00,Tapjoy,California,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Data Engineer",Senior,"Not Specified",282,Corporate
"Sr Scientist, Immuno-Oncology - Oncology",3.9,Cambridge,1830,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",0,0,58000.00,111000.00,84500.00,GSK,Massachusetts,191,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Other Scientist",Senior,Masters,283,Corporate
"Associate Machine Learning Engineer / Data Scientist May 2020 Undergrad",3.8,"New York",2002,"Company - Private","Travel Agencies","Travel & Tourism",0,0,53000.00,96000.00,74500.00,Fareportal,"New York",19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Data Scientist","Not Specified","Not Specified",284,Corporate
"Senior Data Engineer",4.4,Nashville,2006,"Company - Public",Internet,"Information Technology",0,0,72000.00,133000.00,102500.00,Eventbrite,Tennessee,15,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,"Data Engineer",Senior,"Not Specified",285,Corporate
